date,profile,treatment,rank,asset
2025-05-02,aggressive,T1,2,AVAX
2025-05-02,aggressive,T1,3,XLM
2025-05-02,aggressive,T1,4,LINK
2025-05-02,aggressive,T1,5,ADA
2025-05-02,aggressive,T1,6,BCH
2025-05-02,aggressive,T1,7,BTC
2025-05-02,aggressive,T1,8,BNB
2025-05-02,aggressive,T1,9,DOT
2025-05-02,aggressive,T1,10,XRP
2025-05-03,aggressive,T0,1,AVAX
2025-05-03,aggressive,T0,2,SOL
2025-05-03,aggressive,T0,3,XLM
2025-05-03,aggressive,T0,4,LINK
2025-05-03,aggressive,T0,5,TRX
2025-05-03,aggressive,T0,6,DOT
2025-05-03,aggressive,T0,7,BNB
2025-05-03,aggressive,T0,8,BTC
2025-05-03,aggressive,T0,9,DOGE
2025-05-03,aggressive,T0,10,ETC
2025-05-03,aggressive,T1,1,AVAX
2025-05-03,aggressive,T1,2,XLM
2025-05-03,aggressive,T1,3,SOL
2025-05-03,aggressive,T1,4,LINK
2025-05-03,aggressive,T1,5,DOT
2025-05-03,aggressive,T1,6,TRX
2025-05-03,aggressive,T1,7,BNB
2025-05-03,aggressive,T1,8,BTC
2025-05-03,aggressive,T1,9,DOGE
2025-05-03,aggressive,T1,10,ETC
2025-05-04,aggressive,T0,1,AVAX
2025-05-04,aggressive,T0,2,SOL
2025-05-04,aggressive,T0,3,XLM
2025-05-04,aggressive,T0,4,XRP
2025-05-04,aggressive,T0,5,LINK
2025-05-04,aggressive,T0,6,BNB
2025-05-04,aggressive,T0,7,BTC
2025-05-04,aggressive,T0,8,ADA
2025-05-04,aggressive,T0,9,DOT
2025-05-04,aggressive,T0,10,DOGE
2025-05-04,aggressive,T1,1,AVAX
2025-05-04,aggressive,T1,2,XLM
2025-05-04,aggressive,T1,3,SOL
2025-05-04,aggressive,T1,4,LINK
2025-05-04,aggressive,T1,5,XRP
2025-05-04,aggressive,T1,6,BNB
2025-05-04,aggressive,T1,7,BTC
2025-05-04,aggressive,T1,8,DOT
2025-05-04,aggressive,T1,9,ADA
2025-05-04,aggressive,T1,10,DOGE
2025-05-05,aggressive,T0,1,AVAX
2025-05-05,aggressive,T0,2,LINK
2025-05-05,aggressive,T0,3,XLM
2025-05-05,aggressive,T0,4,XRP
2025-05-05,aggressive,T0,5,DOT
2025-05-05,aggressive,T0,6,SOL
2025-05-05,aggressive,T0,7,ETC
2025-05-05,aggressive,T0,8,ADA
2025-05-05,aggressive,T0,9,BCH
2025-05-05,aggressive,T0,10,BTC
2025-05-05,aggressive,T1,1,AVAX
2025-05-05,aggressive,T1,2,LINK
2025-05-05,aggressive,T1,3,XLM
2025-05-05,aggressive,T1,4,XRP
2025-05-05,aggressive,T1,5,DOT
2025-05-05,aggressive,T1,6,SOL
2025-05-05,aggressive,T1,7,ETC
2025-05-05,aggressive,T1,8,ADA
2025-05-05,aggressive,T1,9,BCH
2025-05-05,aggressive,T1,10,BTC
2025-05-06,aggressive,T0,1,AVAX
2025-05-06,aggressive,T0,2,SOL
2025-05-06,aggressive,T0,3,LINK
2025-05-06,aggressive,T0,4,XLM
2025-05-06,aggressive,T0,5,XRP
2025-05-06,aggressive,T0,6,ADA
2025-05-06,aggressive,T0,7,ETC
2025-05-06,aggressive,T0,8,DOGE
2025-05-06,aggressive,T0,9,DOT
2025-05-06,aggressive,T0,10,BTC
2025-05-06,aggressive,T1,1,AVAX
2025-05-06,aggressive,T1,2,SOL
2025-05-06,aggressive,T1,3,LINK
2025-05-06,aggressive,T1,4,XLM
2025-05-06,aggressive,T1,5,XRP
2025-05-06,aggressive,T1,6,ADA
2025-05-06,aggressive,T1,7,ETC
2025-05-06,aggressive,T1,8,DOT
2025-05-06,aggressive,T1,9,DOGE
2025-05-06,aggressive,T1,10,BTC
2025-05-07,aggressive,T0,1,SOL
2025-05-07,aggressive,T0,2,AVAX
2025-05-07,aggressive,T0,3,LINK
2025-05-07,aggressive,T0,4,XRP
2025-05-07,aggressive,T0,5,XLM
2025-05-07,aggressive,T0,6,ADA
2025-05-07,aggressive,T0,7,ETH
2025-05-07,aggressive,T0,8,ETC
2025-05-07,aggressive,T0,9,BTC
2025-05-07,aggressive,T0,10,DOT
2025-05-07,aggressive,T1,1,SOL
2025-05-07,aggressive,T1,2,AVAX
2025-05-07,aggressive,T1,3,LINK
2025-05-07,aggressive,T1,4,XLM
2025-05-07,aggressive,T1,5,XRP
2025-05-07,aggressive,T1,6,ETH
2025-05-07,aggressive,T1,7,DOT
2025-05-07,aggressive,T1,8,ADA
2025-05-07,aggressive,T1,9,ETC
2025-05-07,aggressive,T1,10,BTC
2025-05-08,aggressive,T0,1,SOL
2025-05-08,aggressive,T0,2,AVAX
2025-05-08,aggressive,T0,3,BTC
2025-05-08,aggressive,T0,4,XRP
2025-05-08,aggressive,T0,5,BNB
2025-05-08,aggressive,T0,6,LINK
2025-05-08,aggressive,T0,7,LTC
2025-05-08,aggressive,T0,8,XLM
2025-05-08,aggressive,T0,9,TRX
2025-05-08,aggressive,T0,10,DOT
2025-05-08,aggressive,T1,1,SOL
2025-05-08,aggressive,T1,2,AVAX
2025-05-08,aggressive,T1,3,BTC
2025-05-08,aggressive,T1,4,XRP
2025-05-08,aggressive,T1,5,BNB
2025-05-08,aggressive,T1,6,XLM
2025-05-08,aggressive,T1,7,LINK
2025-05-08,aggressive,T1,8,DOT
2025-05-08,aggressive,T1,9,LTC
2025-05-08,aggressive,T1,10,TRX
2025-05-09,aggressive,T0,1,BTC
2025-05-09,aggressive,T0,2,TRX
2025-05-09,aggressive,T0,3,BCH
2025-05-09,aggressive,T0,4,XRP
2025-05-09,aggressive,T0,5,XLM
2025-05-09,aggressive,T0,6,LINK
2025-05-09,aggressive,T0,7,BNB
2025-05-09,aggressive,T0,8,AVAX
2025-05-09,aggressive,T0,9,SOL
2025-05-09,aggressive,T0,10,ADA
2025-05-09,aggressive,T1,1,BTC
2025-05-09,aggressive,T1,2,TRX
2025-05-09,aggressive,T1,3,BCH
2025-05-09,aggressive,T1,4,XLM
2025-05-09,aggressive,T1,5,XRP
2025-05-09,aggressive,T1,6,SOL
2025-05-09,aggressive,T1,7,BNB
2025-05-09,aggressive,T1,8,AVAX
2025-05-09,aggressive,T1,9,LINK
2025-05-09,aggressive,T1,10,ETC
2025-05-10,aggressive,T0,1,BTC
2025-05-10,aggressive,T0,2,TRX
2025-05-10,aggressive,T0,3,BNB
2025-05-10,aggressive,T0,4,XRP
2025-05-10,aggressive,T0,5,SOL
2025-05-10,aggressive,T0,6,BCH
2025-05-10,aggressive,T0,7,XLM
2025-05-10,aggressive,T0,8,LTC
2025-05-10,aggressive,T0,9,ADA
2025-05-10,aggressive,T0,10,LINK
2025-05-10,aggressive,T1,1,BTC
2025-05-10,aggressive,T1,2,TRX
2025-05-10,aggressive,T1,3,BNB
2025-05-10,aggressive,T1,4,SOL
2025-05-10,aggressive,T1,5,XRP
2025-05-10,aggressive,T1,6,BCH
2025-05-10,aggressive,T1,7,XLM
2025-05-10,aggressive,T1,8,LTC
2025-05-10,aggressive,T1,9,ADA
2025-05-10,aggressive,T1,10,LINK
2025-05-11,aggressive,T0,1,TRX
2025-05-11,aggressive,T0,2,BTC
2025-05-11,aggressive,T0,3,XRP
2025-05-11,aggressive,T0,4,BNB
2025-05-11,aggressive,T0,5,BCH
2025-05-11,aggressive,T0,6,XLM
2025-05-11,aggressive,T0,7,SOL
2025-05-11,aggressive,T0,8,LTC
2025-05-11,aggressive,T0,9,ADA
2025-05-11,aggressive,T0,10,LINK
2025-05-11,aggressive,T1,1,TRX
2025-05-11,aggressive,T1,2,BTC
2025-05-11,aggressive,T1,3,XRP
2025-05-11,aggressive,T1,4,BNB
2025-05-11,aggressive,T1,5,BCH
2025-05-11,aggressive,T1,6,XLM
2025-05-11,aggressive,T1,7,SOL
2025-05-11,aggressive,T1,8,LTC
2025-05-11,aggressive,T1,9,ADA
2025-05-11,aggressive,T1,10,LINK
2025-05-12,aggressive,T0,1,BTC
2025-05-12,aggressive,T0,2,TRX
2025-05-12,aggressive,T0,3,BNB
2025-05-12,aggressive,T0,4,SOL
2025-05-12,aggressive,T0,5,BCH
2025-05-12,aggressive,T0,6,XRP
2025-05-12,aggressive,T0,7,XLM
2025-05-12,aggressive,T0,8,LTC
2025-05-12,aggressive,T0,9,LINK
2025-05-12,aggressive,T0,10,ETC
2025-05-12,aggressive,T1,1,BTC
2025-05-12,aggressive,T1,2,TRX
2025-05-12,aggressive,T1,3,BNB
2025-05-12,aggressive,T1,4,SOL
2025-05-12,aggressive,T1,5,BCH
2025-05-12,aggressive,T1,6,XLM
2025-05-12,aggressive,T1,7,XRP
2025-05-12,aggressive,T1,8,LINK
2025-05-12,aggressive,T1,9,ETC
2025-05-12,aggressive,T1,10,LTC
2025-05-13,aggressive,T0,1,BTC
2025-05-13,aggressive,T0,2,BNB
2025-05-13,aggressive,T0,3,TRX
2025-05-13,aggressive,T0,4,LTC
2025-05-13,aggressive,T0,5,BCH
2025-05-13,aggressive,T0,6,XLM
2025-05-13,aggressive,T0,7,SOL
2025-05-13,aggressive,T0,8,XRP
2025-05-13,aggressive,T0,9,ADA
2025-05-13,aggressive,T0,10,LINK
2025-05-13,aggressive,T1,1,BTC
2025-05-13,aggressive,T1,2,TRX
2025-05-13,aggressive,T1,3,BNB
2025-05-13,aggressive,T1,4,LTC
2025-05-13,aggressive,T1,5,BCH
2025-05-13,aggressive,T1,6,XLM
2025-05-13,aggressive,T1,7,XRP
2025-05-13,aggressive,T1,8,SOL
2025-05-13,aggressive,T1,9,ADA
2025-05-13,aggressive,T1,10,LINK
2025-05-14,aggressive,T0,1,BTC
2025-05-14,aggressive,T0,2,BCH
2025-05-14,aggressive,T0,3,BNB
2025-05-14,aggressive,T0,4,TRX
2025-05-14,aggressive,T0,5,LTC
2025-05-14,aggressive,T0,6,SOL
2025-05-14,aggressive,T0,7,XLM
2025-05-14,aggressive,T0,8,ADA
2025-05-14,aggressive,T0,9,XRP
2025-05-14,aggressive,T0,10,LINK
2025-05-14,aggressive,T1,1,BTC
2025-05-14,aggressive,T1,2,BCH
2025-05-14,aggressive,T1,3,BNB
2025-05-14,aggressive,T1,4,TRX
2025-05-14,aggressive,T1,5,LTC
2025-05-14,aggressive,T1,6,SOL
2025-05-14,aggressive,T1,7,XLM
2025-05-14,aggressive,T1,8,ADA
2025-05-14,aggressive,T1,9,XRP
2025-05-14,aggressive,T1,10,LINK
2025-05-15,aggressive,T0,1,BCH
2025-05-15,aggressive,T0,2,BTC
2025-05-15,aggressive,T0,3,SOL
2025-05-15,aggressive,T0,4,ADA
2025-05-15,aggressive,T0,5,LINK
2025-05-15,aggressive,T0,6,XLM
2025-05-15,aggressive,T0,7,BNB
2025-05-15,aggressive,T0,8,LTC
2025-05-15,aggressive,T0,9,ETC
2025-05-15,aggressive,T0,10,TRX
2025-05-15,aggressive,T1,1,BCH
2025-05-15,aggressive,T1,2,BTC
2025-05-15,aggressive,T1,3,SOL
2025-05-15,aggressive,T1,4,ADA
2025-05-15,aggressive,T1,5,XLM
2025-05-15,aggressive,T1,6,LINK
2025-05-15,aggressive,T1,7,ETC
2025-05-15,aggressive,T1,8,BNB
2025-05-15,aggressive,T1,9,LTC
2025-05-15,aggressive,T1,10,TRX
2025-05-16,aggressive,T0,1,SOL
2025-05-16,aggressive,T0,2,BCH
2025-05-16,aggressive,T0,3,BTC
2025-05-16,aggressive,T0,4,BNB
2025-05-16,aggressive,T0,5,LTC
2025-05-16,aggressive,T0,6,DOT
2025-05-16,aggressive,T0,7,ETC
2025-05-16,aggressive,T0,8,ADA
2025-05-16,aggressive,T0,9,LINK
2025-05-16,aggressive,T0,10,XLM
2025-05-16,aggressive,T1,1,LTC
2025-05-16,aggressive,T1,2,BTC
2025-05-16,aggressive,T1,3,BCH
2025-05-16,aggressive,T1,4,BNB
2025-05-16,aggressive,T1,5,SOL
2025-05-16,aggressive,T1,6,ADA
2025-05-16,aggressive,T1,7,LINK
2025-05-16,aggressive,T1,8,ETC
2025-05-16,aggressive,T1,9,DOT
2025-05-16,aggressive,T1,10,XLM
